Hash_ID,Phase,Vector_Focus,Search_Keyword,Media_Tier,Source_Domain,Published_Date,Title,Snippet,URL,Query_Used
b8719cc11f3951705f0efc29bedc515a,PHASE_1_RUSSIA,Financial_Leverage,"""Manafort"" debt ""Deripaska""",Finance_Elite,ft.com,2017-10-30,Paul Manafort's path from Ukraine to US indictment,"Mr Manafort and Mr Deripaska embarked on a series of business ventures, including abortive attempts to buy the Drake Hotel in New York and a Ukrainian cable ...",https://www.ft.com/content/1fb4b828-bd86-11e7-9836-b25f8adaa111,"""Manafort"" debt ""Deripaska"" site:bloomberg.com OR site:ft.com OR site:reuters.com OR site:cnbc.com after:2015-01-01 before:2017-12-31"
68ef4a59ecd36417e8019626fe78a167,PHASE_1_RUSSIA,Financial_Leverage,"""Manafort"" debt ""Deripaska""",Finance_Elite,ft.com,2017-10-30,Richard Gates — right-hand man to Manafort and Trump,"Mr Gates was also involved in a failed business venture with Mr Manafort and Russian oligarch Oleg Deripaska, a close ally of Russian President Vladimir Putin, ...",https://www.ft.com/content/15c7058c-bd9a-11e7-b8a3-38a6e068f464,"""Manafort"" debt ""Deripaska"" site:bloomberg.com OR site:ft.com OR site:reuters.com OR site:cnbc.com after:2015-01-01 before:2017-12-31"
3355a7d9aa2cebe598a1a673bf8d0348,PHASE_1_RUSSIA,Financial_Leverage,"""foreign loan"" campaign official",Gov_Official,history.state.gov,2017-04-28,Historical Documents - Office of the Historian,"The Chinese Government agrees that hereafter when a foreign loan is to be made on the security of the taxes of Eastern Inner Mongolia, China must negotiate ...",https://history.state.gov/historicaldocuments/frus1915/d154,"""foreign loan"" campaign official site:justice.gov OR site:defense.gov OR site:state.gov OR site:treasury.gov OR site:whitehouse.gov after:2015-01-01 before:2017-12-31"
aef78c5114b04df55c38bd4efdce0fe7,PHASE_1_RUSSIA,Financial_Leverage,"""foreign loan"" campaign official",Gov_Official,2009-2017.state.gov,2016-07-05,2016 Investment Climate Statements,... foreign loan has been obtained; fees and charges with respect to technology transfer agreements registered under the GIPC Act; and the remittance of ...,https://2009-2017.state.gov/e/eb/rls/othr/ics/2016/af/254203.htm,"""foreign loan"" campaign official site:justice.gov OR site:defense.gov OR site:state.gov OR site:treasury.gov OR site:whitehouse.gov after:2015-01-01 before:2017-12-31"
e46e7d1cdc1d4b164d09c86dd65c716a,PHASE_1_RUSSIA,Financial_Leverage,"""offshore accounts"" ""Cyprus"" campaign",Mainstream_US,cnn.com,2017-10-31,"What you need to know about the Manafort, Gates indictment","Under the alleged scheme from 2008 to 2014, Manafort wired $12 million from offshore accounts in Cyprus, Grenadines, and the United Kingdom to buy luxury cars, ...",https://www.cnn.com/2017/10/30/politics/manafort-gates-indictment-explained,"""offshore accounts"" ""Cyprus"" campaign site:nytimes.com OR site:cnn.com OR site:wsj.com OR site:washingtonpost.com after:2015-01-01 before:2017-12-31"
44feff2fc618b6e08d1724464854e38b,PHASE_1_RUSSIA,Financial_Leverage,"""offshore accounts"" ""Cyprus"" campaign",Mainstream_US,nytimes.com,2017-10-31,How a Federal Inquiry Says Paul Manafort Laundered $18 ...,U.S.. Cyprus. New York. Virginia. South Carolina. Florida. ATLANTIC OCEAN ... Manafort made wire transfers from the offshore accounts to purchase three ...,https://www.nytimes.com/interactive/2017/10/31/us/politics/manafort-mueller-money-laundering-fraud.html,"""offshore accounts"" ""Cyprus"" campaign site:nytimes.com OR site:cnn.com OR site:wsj.com OR site:washingtonpost.com after:2015-01-01 before:2017-12-31"
91bbf5244eaf0b64a8488c5736ab43ce,PHASE_1_RUSSIA,Financial_Leverage,"""offshore accounts"" ""Cyprus"" campaign",Mainstream_US,wsj.com,2017-12-14,Deutsche Bank Had Flagged Manafort-Related Transactions,The government said more than $75 million flowed through offshore accounts linked to Messrs. ... Cyprus is a common gateway for money flowing to or from Russia.,https://www.wsj.com/articles/deutsche-bank-had-flagged-manafort-related-transactions-1513300450,"""offshore accounts"" ""Cyprus"" campaign site:nytimes.com OR site:cnn.com OR site:wsj.com OR site:washingtonpost.com after:2015-01-01 before:2017-12-31"
705f94e933ed79b3932302e91a13d79f,PHASE_1_RUSSIA,Financial_Leverage,"""offshore accounts"" ""Cyprus"" campaign",Mainstream_US,washingtonpost.com,2017-03-31,Trump campaign's Russia ties: Who's involved,"... offshore accounts in Belize and Kyrgyzstan. Manafort denied receiving those ... Commerce Secretary Ross holds a stake in the Bank of Cyprus, which has prominent ...",https://www.washingtonpost.com/graphics/national/trump-russia/,"""offshore accounts"" ""Cyprus"" campaign site:nytimes.com OR site:cnn.com OR site:wsj.com OR site:washingtonpost.com after:2015-01-01 before:2017-12-31"
965d67b26d90b4a855dfc9f4ae20121d,PHASE_1_RUSSIA,Financial_Leverage,"""offshore accounts"" ""Cyprus"" campaign",Gov_Official,justice.gov,2015-07-22,"summary of major us export enforcement, economic ...","companies located in off-shore accounts in Cyprus. Finally, Ustinov also caused the packages containing USML defense articles to be falsely labeled so that ...",https://www.justice.gov/sites/default/files/pages/attachments/2015/07/22/export-case-list-201505-final.pdf,"""offshore accounts"" ""Cyprus"" campaign site:justice.gov OR site:defense.gov OR site:state.gov OR site:treasury.gov OR site:whitehouse.gov after:2015-01-01 before:2017-12-31"
409df8869971ac5470fdb0cbcbd0a3f0,PHASE_1_RUSSIA,Financial_Leverage,"""offshore accounts"" ""Cyprus"" campaign",Gov_Official,2009-2017.state.gov,2016-01-22,Remarks at the World Economic Forum,That is why we're supporting the best chance in decades to achieve a settlement in Cyprus. ... campaign against the great exploiters and liars and ...,https://2009-2017.state.gov/secretary/remarks/2016/01/251663.htm,"""offshore accounts"" ""Cyprus"" campaign site:justice.gov OR site:defense.gov OR site:state.gov OR site:treasury.gov OR site:whitehouse.gov after:2015-01-01 before:2017-12-31"
d5b7875ce92af23304fe4c9e41ce800c,PHASE_1_RUSSIA,Financial_Leverage,"""offshore accounts"" ""Cyprus"" campaign",Gov_Official,2017-2021.state.gov,2016-12-15,Country Reports on Terrorism 2016 - State Department,Cyprus does not have a significant unregulated informal banking and money transfer system. Predominantly due to low capacity for supervision of financial ...,https://2017-2021.state.gov/reports/country-reports-on-terrorism-2016/,"""offshore accounts"" ""Cyprus"" campaign site:justice.gov OR site:defense.gov OR site:state.gov OR site:treasury.gov OR site:whitehouse.gov after:2015-01-01 before:2017-12-31"
84cba823a147f5b22b67ec9403519c5c,PHASE_1_RUSSIA,Financial_Leverage,"""offshore accounts"" ""Cyprus"" campaign",Gov_Official,2009-2017.state.gov,2016-06-16,Money Laundering and Financial Crimes Country ...,"... Cyprus ... accounts, other financial assets, airplanes, autos, residences, and/or other property belonging to terrorists or terrorist organizations). • 17 ...",https://2009-2017.state.gov/documents/organization/258726.pdf,"""offshore accounts"" ""Cyprus"" campaign site:justice.gov OR site:defense.gov OR site:state.gov OR site:treasury.gov OR site:whitehouse.gov after:2015-01-01 before:2017-12-31"
cdbca1cced62a1b58228f7d52c3650b0,PHASE_1_RUSSIA,Financial_Leverage,"""Alfa Bank"" server ""Trump Tower""",Mainstream_US,washingtonpost.com,2017-03-05,Trump's 'evidence' for Obama wiretap claims relies on ...,"... server [in Trump Tower] and two banks, SVB Bank and Alfa Bank. However, it is thought in the intelligence community that the warrant covers any 'US person ...",https://www.washingtonpost.com/news/fact-checker/wp/2017/03/05/trumps-evidence-for-obama-wiretap-claims-relies-on-sketchy-anonymously-sourced-reports/,"""Alfa Bank"" server ""Trump Tower"" site:nytimes.com OR site:cnn.com OR site:wsj.com OR site:washingtonpost.com after:2015-01-01 before:2017-12-31"
399321d40ede5de8df14a23a8b4a2028,PHASE_1_RUSSIA,Financial_Leverage,"""Alfa Bank"" server ""Trump Tower""",Mainstream_US,nytimes.com,2017-03-04,"Trump, Offering No Evidence, Says Obama Tapped His ...","— President Trump on Saturday accused former President Barack Obama of tapping his phones at Trump Tower ... Alfa Bank, one of Russia's biggest banks ...",https://www.nytimes.com/2017/03/04/us/politics/trump-obama-tap-phones.html,"""Alfa Bank"" server ""Trump Tower"" site:nytimes.com OR site:cnn.com OR site:wsj.com OR site:washingtonpost.com after:2015-01-01 before:2017-12-31"
ea7653449930f780d85d019a9d6614b1,PHASE_1_RUSSIA,Financial_Leverage,"""Alfa Bank"" server ""Trump Tower""",Mainstream_US,cnn.com,2015-04-12,2016 Presidential Election Investigation Fast Facts,"... Trump Tower in New York. Trump loops in Manafort and Kushner. June 9, 2016 ... Alfa Bank of Russia. November 4, 2021 - Igor Danchenko, a Russian ...",https://www.cnn.com/us/2016-presidential-election-investigation-fast-facts,"""Alfa Bank"" server ""Trump Tower"" site:nytimes.com OR site:cnn.com OR site:wsj.com OR site:washingtonpost.com after:2015-01-01 before:2017-12-31"
c26c25a163de1c26779814390e27bfe6,PHASE_1_RUSSIA,Financial_Leverage,"""Alfa Bank"" server ""Trump Tower""",Mainstream_US,nytimes.com,2017-04-22,Comey Tried to Shield the F.B.I. From Politics. Then He ...,"... Alfa Bank, one of Russia's biggest, and a Trump Organization email server. ... Obama on Twitter of illegally wiretapping Trump Tower in Manhattan. Mr ...",https://www.nytimes.com/2017/04/22/us/politics/james-comey-election.html,"""Alfa Bank"" server ""Trump Tower"" site:nytimes.com OR site:cnn.com OR site:wsj.com OR site:washingtonpost.com after:2015-01-01 before:2017-12-31"
42a94effe2a148752793c5b93119ef78,PHASE_2_GULF_COALITION,Sovereign_Silicon_Fusion,"""Mubadala"" ""GlobalFoundries"" investment",Mainstream_US,nytimes.com,2024-02-19,U.S. Awards $1.5 Billion to Chipmaker GlobalFoundries,"Funding was provided by Mubadala, an Abu Dhabi sovereign wealth fund that still owns a controlling stake. GlobalFoundries opened a new factory in 2012 in ...",https://www.nytimes.com/2024/02/19/business/economy/biden-administration-1-5-billion-chipmaker-globalfoundries.html,"""Mubadala"" ""GlobalFoundries"" investment site:nytimes.com OR site:cnn.com OR site:wsj.com OR site:washingtonpost.com after:2017-01-01 before:2025-12-31"
db1464e948787b74bc7d382aff03220c,PHASE_2_GULF_COALITION,Sovereign_Silicon_Fusion,"""Mubadala"" ""GlobalFoundries"" investment",Mainstream_US,wsj.com,2021-07-15,Intel Is in Talks to Buy GlobalFoundries for About $30 Billion,"GlobalFoundries is owned by Mubadala Investment Co., an investment arm of the Abu Dhabi government, but based in the U.S.. Advertisement. Any talks don't appear ...",https://www.wsj.com/business/deals/intel-is-in-talks-to-buy-globalfoundries-for-about-30-billion-11626387704,"""Mubadala"" ""GlobalFoundries"" investment site:nytimes.com OR site:cnn.com OR site:wsj.com OR site:washingtonpost.com after:2017-01-01 before:2025-12-31"
49fab8d3d8d6c9ecc2e1e4d6ac3b8ff0,PHASE_2_GULF_COALITION,Sovereign_Silicon_Fusion,"""Mubadala"" ""GlobalFoundries"" investment",Mainstream_US,wsj.com,2019-09-24,Globalfoundries Firming Up IPO Plans,Mubadala later acquired several more chip production operations to expand Globalfoundries and said it invested more than $21 billion in production facilities in ...,https://www.wsj.com/articles/globalfoundries-firming-up-ipo-plans-11569374919,"""Mubadala"" ""GlobalFoundries"" investment site:nytimes.com OR site:cnn.com OR site:wsj.com OR site:washingtonpost.com after:2017-01-01 before:2025-12-31"
d0e89f220530d0be5a02981d183fbc0c,PHASE_2_GULF_COALITION,Sovereign_Silicon_Fusion,"""Mubadala"" ""GlobalFoundries"" investment",Mainstream_US,wsj.com,2024-09-22,UAE Projects Worth $100B+ Despite Hurdles,U.A.E. sovereign investment vehicle Mubadala has a portfolio that was valued at around $300 billion as of 2023.,https://www.wsj.com/tech/ai/chip-giants-tsmc-and-samsung-discuss-building-middle-eastern-megafactories-65adc854,"""Mubadala"" ""GlobalFoundries"" investment site:nytimes.com OR site:cnn.com OR site:wsj.com OR site:washingtonpost.com after:2017-01-01 before:2025-12-31"
033f9233abf96cc2db13d5116c2ad83e,PHASE_2_GULF_COALITION,Sovereign_Silicon_Fusion,"""Mubadala"" ""GlobalFoundries"" investment",Mainstream_US,wsj.com,2021-11-18,"Ford, GM Step Into Chip Business","GlobalFoundries is based in Malta, N.Y., and owned by Mubadala Investment Co., an investment arm of the Abu Dhabi government. It was created in 2009 when ...",https://www.wsj.com/business/autos/ford-enters-semiconductor-business-amid-chip-shortage-impact-11637242202,"""Mubadala"" ""GlobalFoundries"" investment site:nytimes.com OR site:cnn.com OR site:wsj.com OR site:washingtonpost.com after:2017-01-01 before:2025-12-31"
d516b39d0e18a23bceca3fa0ea30cfb9,PHASE_2_GULF_COALITION,Sovereign_Silicon_Fusion,"""Mubadala"" ""GlobalFoundries"" investment",Mainstream_US,wsj.com,2021-08-19,Intel CEO Calls Chip Maker 'Willing Buyer' as ...,"GlobalFoundries is owned by Mubadala Investment Co., an investment arm of the Abu Dhabi government. Reuters previously reported the IPO filing. Mr ...",https://www.wsj.com/tech/intel-ceo-calls-chip-maker-willing-buyer-as-industry-consolidates-11629382046,"""Mubadala"" ""GlobalFoundries"" investment site:nytimes.com OR site:cnn.com OR site:wsj.com OR site:washingtonpost.com after:2017-01-01 before:2025-12-31"
a44c51b038de413b919c0eb6f10cb7db,PHASE_2_GULF_COALITION,Sovereign_Silicon_Fusion,"""Mubadala"" ""GlobalFoundries"" investment",Mainstream_US,nytimes.com,2021-10-20,Meet the Lineup for the DealBook Online Summit,"GlobalFoundries and its top shareholder, Mubadala, hope to raise up to $2.6 billion from the chip maker's I.P.O. (Bloomberg). Instacart will buy Caper AI, a ...",https://www.nytimes.com/2021/10/20/business/dealbook/dealbook-summit-cook-barra-mcconaughey.html,"""Mubadala"" ""GlobalFoundries"" investment site:nytimes.com OR site:cnn.com OR site:wsj.com OR site:washingtonpost.com after:2017-01-01 before:2025-12-31"
37fe25791095001053d9d20947673204,PHASE_2_GULF_COALITION,Sovereign_Silicon_Fusion,"""Mubadala"" ""GlobalFoundries"" investment",Mainstream_US,nytimes.com,2023-02-07,"Manchester City Sponsors, Abu Dhabi Links & Newcastle United","In June 2021, Yahoo reported that Intel had conducted a feasibility study of acquiring GlobalFoundries, which is owned by Mubadala, after the Wall Street ...",https://www.nytimes.com/athletic/3120837/2022/02/17/special-report-manchester-citys-sponsors-the-links-to-abu-dhabi-and-what-it-means-for-newcastle-united/,"""Mubadala"" ""GlobalFoundries"" investment site:nytimes.com OR site:cnn.com OR site:wsj.com OR site:washingtonpost.com after:2017-01-01 before:2025-12-31"
535e0f9be327acd11282aa23a01a9321,PHASE_2_GULF_COALITION,Sovereign_Silicon_Fusion,"""Mubadala"" ""GlobalFoundries"" investment",Mainstream_US,wsj.com,2025-10-16,Trump Team to Overhaul IRS To Probe Left-Leaning Groups,cludes Mubadala Investment's. MGX and BlackRock's Global. Infrastructure ... GlobalFoundries GFS. 35.10 -0.04. GlobeLife. GL. 138.10 -1.77. ▽ GoDaddy. GDDY ...,https://www.wsj.com/public/resources/documents/LJjAbMtESIy0oHpD3KG9-WSJNewsPaper-10-16-2025.pdf,"""Mubadala"" ""GlobalFoundries"" investment site:nytimes.com OR site:cnn.com OR site:wsj.com OR site:washingtonpost.com after:2017-01-01 before:2025-12-31"
411ce0cdeb4017883e0e03ea08ef1133,PHASE_2_GULF_COALITION,Sovereign_Silicon_Fusion,"""Mubadala"" ""GlobalFoundries"" investment",Mainstream_US,wsj.com,2024-03-30,Trump's First Trial to Test His Split-Screen Campaign,... GlobalFoundries GFS ... 28 52.11. 0.38. -15.16 251.50 135.41 Globant. GLOB ... Mubadala Investment in Feb- ruary signed a $1 billion pri- vate-credit ...,https://www.wsj.com/public/resources/documents/ACOxcdV3r4V1x9lEFetd-WSJNewsPaper-3-30-2024.pdf,"""Mubadala"" ""GlobalFoundries"" investment site:nytimes.com OR site:cnn.com OR site:wsj.com OR site:washingtonpost.com after:2017-01-01 before:2025-12-31"
bc62bb15b420791c3a2b45a236895791,PHASE_2_GULF_COALITION,Sovereign_Silicon_Fusion,"""Mubadala"" ""GlobalFoundries"" investment",Tech_Deep,semiwiki.com,2020-01-11,GlobalFoundries (GF) Wiki,"GlobalFoundries Inc. (GF) is a leading pure ... $6.75 billion. Ownership, Majority-owned by Mubadala Investment Company (UAE sovereign wealth fund) ...",https://semiwiki.com/wikis/company-wikis/globalfoundries-wiki/,"""Mubadala"" ""GlobalFoundries"" investment site:techcrunch.com OR site:theregister.com OR site:semiwiki.com OR site:tomshardware.com after:2017-01-01 before:2025-12-31"
5434c9d01a9f77446ee18e86461161d1,PHASE_2_GULF_COALITION,Sovereign_Silicon_Fusion,"""Mubadala"" ""GlobalFoundries"" investment",Tech_Deep,tomshardware.com,2019-03-01,Abu Dhabi's ATIC Reaffirms Support for Global Foundries ...,"... Mubadala's portfolio.” Original Article: According to a recent ComputerBase report, rumor has it that Advanced Technology Investment (ATIC), the investment ...","https://www.tomshardware.com/news/abu-dhabi-sell-global-foundries,38605.html","""Mubadala"" ""GlobalFoundries"" investment site:techcrunch.com OR site:theregister.com OR site:semiwiki.com OR site:tomshardware.com after:2017-01-01 before:2025-12-31"
c53bfe81a5fbab21336df03738572f99,PHASE_2_GULF_COALITION,Sovereign_Silicon_Fusion,"""Mubadala"" ""GlobalFoundries"" investment",Tech_Deep,techcrunch.com,2020-09-30,Silver Lake adds a $2 billion 'long-term' hedge fund backed ...,Mubadala's tech portfolio investments kicked off in 2007 with an investment ... GlobalFoundries. It has also backed the medtech company PCI Pharma Services ...,https://techcrunch.com/2020/09/30/silverlake-adds-a-2-billion-long-only-hedge-fund-backed-by-abu-dhabi-to-its-tech-finance-toolkit/,"""Mubadala"" ""GlobalFoundries"" investment site:techcrunch.com OR site:theregister.com OR site:semiwiki.com OR site:tomshardware.com after:2017-01-01 before:2025-12-31"
5882642243c18cfe37982a22b4c4e0af,PHASE_2_GULF_COALITION,Sovereign_Silicon_Fusion,"""Mubadala"" ""GlobalFoundries"" investment",Tech_Deep,tomshardware.com,2022-12-02,GlobalFoundries to Lay off Nearly 6% of Staff by End of 2022,"... Mubadala, a sovereign state-owned investment fund of Abu Dhabi. GlobalFoundries serves over 200 customers and has five manufacturing sites on different ...",https://www.tomshardware.com/news/globalfoundries-to-lay-off-6-percent-of-staff-by-end-of-2022,"""Mubadala"" ""GlobalFoundries"" investment site:techcrunch.com OR site:theregister.com OR site:semiwiki.com OR site:tomshardware.com after:2017-01-01 before:2025-12-31"
ee080315df2ff2d086adbd84613f2a27,PHASE_2_GULF_COALITION,Sovereign_Silicon_Fusion,"""Mubadala"" ""GlobalFoundries"" investment",Tech_Deep,tomshardware.com,2024-10-26,Former Intel directors believe Intel must split in two to survive,"Consequently, Mubadala, which still controls most of GlobalFoundries, lost over $22.4 billion on GF from 2009 to 2021. With such an example in mind, it is hard ...",https://www.tomshardware.com/tech-industry/former-intel-directors-believe-intel-must-split-in-two-to-survive,"""Mubadala"" ""GlobalFoundries"" investment site:techcrunch.com OR site:theregister.com OR site:semiwiki.com OR site:tomshardware.com after:2017-01-01 before:2025-12-31"
f6d1b609ee2a25398e5759b35af78a3e,PHASE_2_GULF_COALITION,Sovereign_Silicon_Fusion,"""Mubadala"" ""GlobalFoundries"" investment",Tech_Deep,tomshardware.com,2025-02-10,AMD CEO Lisa Su joins board of Arabian AI university,"Khaldoon Khalifa Al Mubarak, chief executive officer and managing director of Mubadala Investment ... GlobalFoundries), now chairs the board, which has ...",https://www.tomshardware.com/tech-industry/artificial-intelligence/amd-ceo-lisa-su-joins-board-of-arabian-ai-university,"""Mubadala"" ""GlobalFoundries"" investment site:techcrunch.com OR site:theregister.com OR site:semiwiki.com OR site:tomshardware.com after:2017-01-01 before:2025-12-31"
0dc126ff3173a4db653afeabc5bd5333,PHASE_2_GULF_COALITION,Sovereign_Silicon_Fusion,"""Mubadala"" ""GlobalFoundries"" investment",Tech_Deep,semiwiki.com,2019-06-15,Fabless: The Transformation of the Semiconductor Industry,"GLOBALFOUNDRIES is owned by Mubadala Investment Company. For more information, visit www.globalfoundries.com. If you look at GF there are five different ...",https://semiwiki.com/books/Fabless%202019%20Version%20PDF.pdf,"""Mubadala"" ""GlobalFoundries"" investment site:techcrunch.com OR site:theregister.com OR site:semiwiki.com OR site:tomshardware.com after:2017-01-01 before:2025-12-31"
cd2f0ffba1897b3ce6149113bfa7c6e6,PHASE_2_GULF_COALITION,Sovereign_Silicon_Fusion,"""Mubadala"" ""GlobalFoundries"" investment",Finance_Elite,cnbc.com,2021-12-12,GlobalFoundries investor Mubadala sees growth for ...,"Mubadala is Abu Dhabi's state investment fund and manages over $240 billion in assets. It is also a major shareholder of chipmaker GlobalFoundries, recently ...",https://www.cnbc.com/2021/12/13/globalfoundries-investor-mubadala-sees-growth-for-semiconductor-sector.html,"""Mubadala"" ""GlobalFoundries"" investment site:bloomberg.com OR site:ft.com OR site:reuters.com OR site:cnbc.com after:2017-01-01 before:2025-12-31"
25a3d7f1ed5fd23a6112995a7bd875eb,PHASE_2_GULF_COALITION,Sovereign_Silicon_Fusion,"""Mubadala"" ""GlobalFoundries"" investment",Finance_Elite,bloomberg.com,2024-05-22,Mubadala Offers to Sell $950 Million of GlobalFoundries ...,"A unit of Mubadala Investment Co. is seeking to raise $950 million in a sale of GlobalFoundries Inc. shares, two years after the chipmaker went public.",https://www.bloomberg.com/news/articles/2024-05-22/mubadala-offers-to-sell-950-million-of-globalfoundries-shares,"""Mubadala"" ""GlobalFoundries"" investment site:bloomberg.com OR site:ft.com OR site:reuters.com OR site:cnbc.com after:2017-01-01 before:2025-12-31"
